Event,Magnitude,Fault Type,Distance,Depth,Station,Instrument,T* Class,P* Class,PGA,SA 0.01s,SA 0.02s,SA 0.03s,SA 0.05s,SA 0.07s,SA 0.1s,SA 0.15s,SA 0.2s,SA 0.25s, SA 0.3s,SA 0.4s,SA 0.5s,SA 0.75s,SA 1s,SA 1.5s,SA 2s,SA 3s,SA 4s,SA 5s,SA 7.5s,SA 10s
1404071343,5.7,0.0,92.24,35.6,T03A,FBA ES-T,II,C,2.13E-02,2.14E-02,2.17E-02,2.20E-02,2.37E-02,2.87E-02,4.39E-02,8.36E-02,6.57E-02,6.35E-02,2.87E-02,1.72E-02,9.89E-03,8.52E-03,3.88E-03,1.63E-03,1.71E-03,9.77E-04,5.06E-04,2.80E-04,1.18E-04,6.09E-05  
1404110001,6.2,0.0,86.98,38.9,T03A,FBA ES-T,II,C,2.22E-02,2.24E-02,2.25E-02,2.31E-02,2.44E-02,3.09E-02,5.30E-02,7.51E-02,5.64E-02,5.69E-02,4.10E-02,3.38E-02,2.17E-02,1.42E-02,1.32E-02,9.23E-03,5.21E-03,2.28E-03,1.40E-03,9.72E-04,3.68E-04,1.74E-04  
1404131211,5.5,0.0,78,23.6,T03A,FBA ES-T,II,C,9.66E-03,9.72E-03,9.80E-03,1.01E-02,1.19E-02,1.81E-02,2.60E-02,4.44E-02,2.22E-02,2.38E-02,1.41E-02,6.32E-03,6.64E-03,3.09E-03,1.28E-03,7.28E-04,3.78E-04,3.86E-04,1.72E-04,1.05E-04,5.48E-05,2.42E-05  
1405170911,5.6,0.0,97.39,42.6,T03A,FBA ES-T,II,C,1.07E-02,1.08E-02,1.10E-02,1.13E-02,1.24E-02,1.57E-02,2.30E-02,4.79E-02,3.28E-02,2.49E-02,2.02E-02,1.19E-02,1.09E-02,3.62E-03,1.54E-03,1.11E-03,7.12E-04,2.22E-04,2.06E-04,1.19E-04,5.11E-05,2.98E-05  
1405301532,5.6,1.0,134.17,59.6,T03A,FBA ES-T,II,C,1.06E-02,1.08E-02,1.14E-02,1.37E-02,2.50E-02,2.19E-02,3.75E-02,3.21E-02,2.06E-02,1.41E-02,1.11E-02,6.23E-03,4.18E-03,4.66E-03,4.12E-03,2.36E-03,1.03E-03,4.44E-04,2.09E-04,1.25E-04,5.06E-05,3.03E-05  
1406190938,5.7,0.0,98.74,38.8,T03A,FBA ES-T,II,C,1.32E-02,1.33E-02,1.34E-02,1.38E-02,1.54E-02,1.91E-02,2.88E-02,6.79E-02,2.65E-02,2.23E-02,1.89E-02,1.11E-02,9.94E-03,5.99E-03,2.75E-03,1.57E-03,9.33E-04,2.55E-04,1.53E-04,1.03E-04,5.37E-05,0.00E+00  
1404071343,5.7,0.0,93.63,35.6,T04A,FBA ES-T,I,None,5.88E-03,5.97E-03,6.85E-03,6.30E-03,6.40E-03,8.35E-03,8.30E-03,1.07E-02,1.39E-02,1.55E-02,1.44E-02,1.42E-02,1.19E-02,1.03E-02,5.24E-03,2.24E-03,1.95E-03,9.40E-04,4.98E-04,3.24E-04,1.19E-04,6.42E-05  
1404110001,6.2,0.0,87.28,38.9,T04A,FBA ES-T,I,None,1.12E-02,1.13E-02,1.16E-02,1.22E-02,1.20E-02,1.81E-02,2.01E-02,3.60E-02,2.50E-02,2.30E-02,2.22E-02,2.73E-02,2.32E-02,1.48E-02,1.46E-02,9.37E-03,5.15E-03,2.24E-03,1.40E-03,9.76E-04,3.61E-04,1.90E-04  
1405170911,5.6,0.0,98.85,42.6,T04A,FBA ES-T,I,None,5.97E-03,5.99E-03,6.12E-03,6.82E-03,6.84E-03,8.13E-03,9.20E-03,1.34E-02,1.53E-02,1.65E-02,1.61E-02,1.07E-02,1.03E-02,3.42E-03,1.73E-03,1.11E-03,6.43E-04,2.32E-04,1.91E-04,1.11E-04,5.11E-05,2.83E-05  
1405301532,5.6,1.0,133.14,59.6,T04A,FBA ES-T,I,None,7.76E-03,1.22E-02,1.86E-02,3.25E-02,1.46E-02,1.71E-02,1.59E-02,1.47E-02,1.37E-02,1.22E-02,1.09E-02,8.43E-03,4.83E-03,4.78E-03,3.77E-03,2.19E-03,1.15E-03,3.75E-04,1.91E-04,1.09E-04,4.79E-05,2.75E-05  
1404030158,6.5,0.0,58.22,30.7,T05A,Basalt,I,None,5.62E-02,5.63E-02,5.78E-02,5.97E-02,6.82E-02,9.18E-02,1.08E-01,1.18E-01,1.19E-01,1.39E-01,1.07E-01,6.53E-02,8.28E-02,5.44E-02,3.65E-02,1.82E-02,7.01E-03,3.03E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404040137,6.3,0.0,76.08,40.2,T05A,Basalt,I,None,1.59E-02,1.60E-02,1.62E-02,1.68E-02,1.79E-02,2.52E-02,3.49E-02,4.08E-02,4.35E-02,3.87E-02,3.03E-02,2.80E-02,1.83E-02,1.17E-02,5.56E-03,4.67E-03,2.63E-03,1.79E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404071343,5.7,0.0,91.54,35.6,T05A,Basalt,I,None,1.27E-02,1.28E-02,1.28E-02,1.30E-02,1.37E-02,1.61E-02,2.49E-02,3.06E-02,5.20E-02,4.10E-02,2.20E-02,1.73E-02,1.22E-02,1.04E-02,5.24E-03,4.20E-03,2.06E-03,1.08E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1404110001,6.2,0.0,88.11,38.9,T05A,Basalt,I,None,1.55E-02,1.56E-02,1.57E-02,1.59E-02,1.67E-02,1.97E-02,2.58E-02,3.81E-02,3.56E-02,3.59E-02,4.07E-02,4.37E-02,2.90E-02,1.96E-02,1.70E-02,1.76E-02,8.08E-03,3.04E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1405170911,5.6,0.0,96.36,42.6,T05A,Basalt,I,None,8.18E-03,8.22E-03,8.27E-03,8.34E-03,8.90E-03,1.17E-02,1.67E-02,1.97E-02,2.22E-02,1.65E-02,1.96E-02,1.80E-02,1.97E-02,4.74E-03,2.88E-03,1.43E-03,6.63E-04,2.93E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1405301532,5.6,1.0,136.26,59.6,T05A,Basalt,I,None,1.06E-02,1.08E-02,1.12E-02,1.24E-02,1.83E-02,2.49E-02,3.71E-02,3.12E-02,2.44E-02,1.42E-02,1.34E-02,8.08E-03,6.06E-03,5.74E-03,5.43E-03,3.35E-03,1.46E-03,4.64E-04,2.62E-04,1.44E-04,0.00E+00,0.00E+00  
1406190938,5.7,0.0,97.57,38.8,T05A,Basalt,I,None,8.44E-03,8.47E-03,8.52E-03,8.70E-03,9.62E-03,1.26E-02,1.47E-02,2.29E-02,2.59E-02,2.49E-02,1.49E-02,1.12E-02,1.33E-02,5.81E-03,4.53E-03,1.94E-03,1.20E-03,2.65E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1403170511,6.4,0.0,99.01,28.3,T06A,FBA ES-T,III,A,1.58E-02,1.59E-02,1.61E-02,1.65E-02,1.89E-02,2.20E-02,2.32E-02,2.70E-02,3.16E-02,4.60E-02,4.27E-02,3.47E-02,2.81E-02,1.75E-02,9.20E-03,3.91E-03,2.86E-03,1.52E-03,1.12E-03,7.26E-04,4.27E-04,0.00E+00  
1404030158,6.5,0.0,58.24,30.7,T06A,FBA ES-T,III,A,6.52E-02,6.58E-02,6.64E-02,7.13E-02,9.38E-02,1.03E-01,1.18E-01,1.36E-01,1.34E-01,1.78E-01,1.79E-01,9.54E-02,7.51E-02,5.68E-02,4.35E-02,1.94E-02,7.83E-03,2.80E-03,1.67E-03,1.11E-03,6.88E-04,0.00E+00  
1404030526,6.4,0.0,92.6,38,T06A,FBA ES-T,III,A,1.10E-02,1.10E-02,1.13E-02,1.11E-02,1.32E-02,1.92E-02,2.18E-02,3.02E-02,2.52E-02,2.42E-02,2.81E-02,2.19E-02,1.80E-02,1.14E-02,9.67E-03,4.88E-03,3.83E-03,2.06E-03,9.97E-04,6.77E-04,2.47E-04,0.00E+00  
1404040137,6.3,0.0,75.06,40.2,T06A,FBA ES-T,III,A,1.30E-02,1.32E-02,1.33E-02,1.39E-02,1.67E-02,2.14E-02,2.44E-02,3.16E-02,3.61E-02,4.18E-02,3.26E-02,4.07E-02,2.35E-02,1.20E-02,6.01E-03,3.89E-03,2.05E-03,1.63E-03,6.66E-04,4.67E-04,1.84E-04,0.00E+00  
1404110001,6.2,0.0,86.98,38.9,T06A,FBA ES-T,III,A,1.88E-02,1.89E-02,1.91E-02,1.91E-02,2.00E-02,2.00E-02,2.37E-02,3.91E-02,3.72E-02,4.08E-02,4.20E-02,4.59E-02,2.56E-02,1.88E-02,1.47E-02,1.57E-02,6.81E-03,2.83E-03,1.51E-03,9.15E-04,3.74E-04,1.89E-04  
1404131211,5.5,0.0,78.01,23.6,T06A,FBA ES-T,III,A,5.79E-03,5.84E-03,5.87E-03,6.18E-03,6.82E-03,9.52E-03,1.16E-02,1.90E-02,2.24E-02,1.92E-02,1.60E-02,1.05E-02,7.29E-03,3.40E-03,1.29E-03,8.59E-04,4.58E-04,3.41E-04,1.55E-04,1.00E-04,4.67E-05,2.10E-05  
1405170911,5.6,0.0,97.41,42.6,T06A,FBA ES-T,III,A,7.19E-03,7.23E-03,7.38E-03,7.39E-03,8.39E-03,9.28E-03,1.28E-02,1.31E-02,1.43E-02,1.34E-02,1.58E-02,1.56E-02,1.51E-02,4.92E-03,2.20E-03,1.44E-03,6.10E-04,2.38E-04,1.98E-04,1.14E-04,5.26E-05,2.98E-05  
1405301532,5.6,1.0,134.15,59.6,T06A,FBA ES-T,III,A,6.81E-03,7.10E-03,7.89E-03,1.09E-02,1.62E-02,1.76E-02,2.16E-02,1.75E-02,1.58E-02,1.31E-02,1.50E-02,9.32E-03,5.42E-03,5.73E-03,5.22E-03,2.91E-03,1.40E-03,4.17E-04,2.24E-04,1.31E-04,6.03E-05,3.51E-05  
1406190938,5.7,0.0,98.76,38.8,T06A,FBA ES-T,III,A,5.77E-03,5.79E-03,5.91E-03,5.95E-03,6.86E-03,8.19E-03,9.87E-03,1.24E-02,1.24E-02,1.75E-02,1.35E-02,8.26E-03,1.09E-02,8.71E-03,3.06E-03,1.74E-03,1.00E-03,2.48E-04,1.66E-04,1.20E-04,5.60E-05,0.00E+00  
1403170511,6.4,0.0,136.72,28.3,T07A,FBA ES-T,III,C,6.01E-02,6.03E-02,6.07E-02,6.28E-02,6.51E-02,9.10E-02,1.08E-01,1.41E-01,1.63E-01,1.21E-01,1.35E-01,1.99E-01,1.67E-01,4.36E-02,2.05E-02,5.53E-03,3.02E-03,1.94E-03,8.14E-04,6.96E-04,3.15E-04,2.13E-04  
1404012357,6.9,0.0,153.23,36.6,T07A,FBA ES-T,III,C,1.88E-02,1.89E-02,1.92E-02,1.93E-02,2.00E-02,2.28E-02,3.14E-02,3.83E-02,4.41E-02,4.77E-02,6.03E-02,6.54E-02,5.71E-02,2.04E-02,1.08E-02,4.37E-03,3.35E-03,1.96E-03,1.48E-03,1.21E-03,8.13E-04,9.33E-04  
1404030158,6.5,0.0,93.96,30.7,T07A,FBA ES-T,III,C,8.39E-02,8.45E-02,8.50E-02,8.84E-02,1.35E-01,1.52E-01,1.55E-01,2.09E-01,2.22E-01,1.57E-01,1.99E-01,2.60E-01,1.75E-01,4.94E-02,1.80E-02,6.64E-03,4.00E-03,1.73E-03,1.21E-03,8.44E-04,6.25E-04,3.16E-04  
1404030243,7.7,0.0,82.91,27.7,T07A,FBA ES-T,III,C,4.27E-01,4.38E-01,4.84E-01,4.69E-01,6.88E-01,9.17E-01,1.36E+00,1.05E+00,1.66E+00,1.46E+00,9.34E-01,9.82E-01,1.13E+00,4.30E-01,1.50E-01,7.48E-02,3.49E-02,2.98E-02,1.65E-02,1.39E-02,8.45E-03,0.00E+00  
1404030526,6.4,0.0,119.62,38,T07A,FBA ES-T,III,C,1.94E-02,1.95E-02,1.98E-02,2.00E-02,2.64E-02,2.90E-02,3.73E-02,4.96E-02,4.48E-02,4.66E-02,6.96E-02,6.56E-02,3.47E-02,1.08E-02,6.46E-03,2.96E-03,2.88E-03,2.16E-03,8.51E-04,5.41E-04,3.16E-04,2.02E-04  
1404040137,6.3,0.0,103.58,40.2,T07A,FBA ES-T,III,C,3.44E-02,3.45E-02,3.51E-02,3.52E-02,3.97E-02,5.31E-02,6.47E-02,7.01E-02,8.01E-02,9.19E-02,1.15E-01,1.16E-01,5.64E-02,2.01E-02,8.16E-03,2.41E-03,1.70E-03,8.45E-04,4.72E-04,3.76E-04,2.19E-04,1.29E-04  
1404110001,6.2,0.0,115.47,38.9,T07A,FBA ES-T,III,C,5.26E-02,5.26E-02,5.30E-02,5.33E-02,5.38E-02,5.86E-02,6.95E-02,8.31E-02,1.47E-01,1.36E-01,1.71E-01,1.53E-01,6.99E-02,3.31E-02,1.36E-02,6.01E-03,4.17E-03,1.57E-03,1.19E-03,8.27E-04,3.03E-04,2.17E-04  
1405301532,5.6,1.0,132.74,59.6,T07A,FBA ES-T,III,C,3.31E-02,3.36E-02,3.69E-02,4.52E-02,7.94E-02,9.60E-02,8.85E-02,9.50E-02,6.65E-02,5.80E-02,5.87E-02,3.98E-02,2.52E-02,9.53E-03,8.69E-03,5.22E-03,2.65E-03,1.12E-03,5.21E-04,3.04E-04,1.36E-04,7.72E-05  
1403170511,6.4,0.0,105.66,28.3,T08A,FBA ES-T,IV,A,2.04E-02,2.05E-02,2.09E-02,2.11E-02,2.50E-02,4.19E-02,4.27E-02,3.75E-02,3.67E-02,3.60E-02,4.83E-02,6.22E-02,4.22E-02,3.70E-02,1.57E-02,4.78E-03,3.17E-03,2.94E-03,1.25E-03,8.99E-04,5.35E-04,0.00E+00  
1404030158,6.5,0.0,62.59,30.7,T08A,FBA ES-T,IV,A,7.11E-02,7.21E-02,7.94E-02,1.00E-01,1.90E-01,2.48E-01,2.15E-01,1.23E-01,1.03E-01,1.12E-01,8.67E-02,5.73E-02,5.64E-02,4.45E-02,2.39E-02,1.46E-02,4.62E-03,1.78E-03,1.06E-03,7.40E-04,5.38E-04,3.85E-04  
1404030243,7.7,0.0,54.67,27.7,T08A,FBA ES-T,IV,A,3.85E-01,4.05E-01,4.92E-01,5.98E-01,8.36E-01,1.33E+00,8.89E-01,7.85E-01,5.07E-01,5.22E-01,4.10E-01,3.29E-01,3.08E-01,2.35E-01,1.45E-01,7.29E-02,6.45E-02,2.27E-02,1.52E-02,1.11E-02,8.49E-03,6.50E-03  
1404030526,6.4,0.0,93.36,38,T08A,FBA ES-T,IV,A,1.84E-02,1.87E-02,1.91E-02,2.06E-02,2.57E-02,4.84E-02,4.35E-02,4.23E-02,3.99E-02,4.23E-02,3.38E-02,2.39E-02,2.29E-02,1.61E-02,1.04E-02,5.76E-03,5.55E-03,2.52E-03,1.22E-03,7.12E-04,2.75E-04,1.97E-04  
1404040137,6.3,0.0,76.44,40.2,T08A,FBA ES-T,IV,A,1.28E-02,1.30E-02,1.35E-02,1.42E-02,2.31E-02,3.38E-02,3.13E-02,2.76E-02,3.09E-02,3.09E-02,2.87E-02,2.50E-02,2.52E-02,1.68E-02,6.21E-03,2.90E-03,2.58E-03,1.68E-03,5.42E-04,4.62E-04,2.02E-04,0.00E+00  
1404071343,5.7,0.0,98.11,35.6,T08A,FBA ES-T,IV,A,9.77E-03,9.87E-03,9.86E-03,1.01E-02,1.14E-02,1.44E-02,1.71E-02,1.74E-02,2.68E-02,2.73E-02,3.09E-02,2.55E-02,2.67E-02,2.09E-02,8.34E-03,3.68E-03,3.38E-03,1.17E-03,6.91E-04,4.13E-04,1.50E-04,7.48E-05  
1404110001,6.2,0.0,88.22,38.9,T08A,FBA ES-T,IV,A,1.52E-02,1.53E-02,1.53E-02,1.59E-02,1.74E-02,2.22E-02,3.03E-02,2.71E-02,2.87E-02,3.75E-02,3.26E-02,2.79E-02,3.93E-02,1.76E-02,1.32E-02,1.10E-02,6.07E-03,2.54E-03,1.75E-03,1.06E-03,4.46E-04,2.22E-04  
1405301532,5.6,1.0,129.68,59.6,T08A,FBA ES-T,IV,A,1.37E-02,1.40E-02,1.55E-02,2.15E-02,3.67E-02,5.49E-02,3.97E-02,2.87E-02,2.81E-02,1.48E-02,1.32E-02,8.88E-03,8.86E-03,6.79E-03,5.72E-03,2.28E-03,1.60E-03,5.13E-04,2.66E-04,1.79E-04,6.56E-05,3.68E-05  
1403170511,6.4,0.0,93.77,28.3,T09A,FBA ES-T,I,None,1.20E-02,1.25E-02,1.48E-02,3.05E-02,2.17E-02,3.13E-02,3.57E-02,2.89E-02,2.50E-02,3.85E-02,2.66E-02,2.26E-02,1.41E-02,5.41E-03,3.87E-03,2.27E-03,2.87E-03,1.10E-03,1.14E-03,6.15E-04,1.93E-04,0.00E+00  
1404030158,6.5,0.0,94.97,30.7,T09A,FBA ES-T,I,None,1.67E-02,1.72E-02,1.91E-02,3.48E-02,3.67E-02,3.10E-02,2.39E-02,3.60E-02,2.50E-02,2.30E-02,2.73E-02,2.24E-02,1.41E-02,5.76E-03,5.22E-03,2.46E-03,3.22E-03,1.05E-03,6.08E-04,4.16E-04,0.00E+00,0.00E+00  
1404030243,7.7,0.0,109.04,27.7,T09A,FBA ES-T,I,None,1.88E-01,2.07E-01,2.97E-01,3.92E-01,6.49E-01,4.45E-01,4.61E-01,3.53E-01,4.42E-01,2.76E-01,1.74E-01,1.49E-01,1.77E-01,6.95E-02,7.59E-02,5.03E-02,2.63E-02,1.04E-02,5.72E-03,4.16E-03,0.00E+00,0.00E+00  
1404110001,6.2,0.0,139.3,38.9,T09A,FBA ES-T,I,None,6.83E-03,6.86E-03,6.88E-03,7.11E-03,7.33E-03,8.04E-03,9.52E-03,1.42E-02,1.37E-02,1.63E-02,1.21E-02,1.59E-02,1.29E-02,8.67E-03,6.10E-03,3.06E-03,2.26E-03,1.17E-03,7.91E-04,5.22E-04,2.51E-04,1.52E-04  
1403311253,5.6,1.0,142.66,114.5,T10A,FBA ES-T,III,B,2.29E-02,2.43E-02,2.74E-02,3.12E-02,5.76E-02,7.11E-02,4.83E-02,3.61E-02,4.56E-02,4.67E-02,6.37E-02,3.89E-02,2.19E-02,7.15E-03,3.32E-03,1.16E-03,6.51E-04,2.90E-04,1.66E-04,1.06E-04,4.70E-05,2.65E-05  
1404012357,6.9,0.0,150.8,36.6,T10A,FBA ES-T,III,B,1.42E-02,1.44E-02,1.56E-02,1.93E-02,2.24E-02,2.25E-02,3.02E-02,3.07E-02,4.95E-02,3.71E-02,3.30E-02,3.97E-02,2.31E-02,9.54E-03,5.56E-03,4.85E-03,3.17E-03,1.68E-03,1.28E-03,8.58E-04,6.73E-04,5.51E-04  
1404030158,6.5,0.0,102.07,30.7,T10A,FBA ES-T,III,B,6.92E-02,7.06E-02,7.46E-02,8.79E-02,1.37E-01,1.65E-01,1.55E-01,1.44E-01,2.25E-01,2.09E-01,1.48E-01,1.28E-01,5.48E-02,2.13E-02,1.24E-02,5.89E-03,2.63E-03,1.36E-03,1.06E-03,6.12E-04,4.64E-04,0.00E+00  
1404030243,7.7,0.0,98.51,27.7,T10A,FBA ES-T,III,B,6.17E-01,6.49E-01,7.60E-01,7.30E-01,8.00E-01,8.95E-01,1.25E+00,1.01E+00,1.14E+00,1.52E+00,1.26E+00,1.36E+00,9.70E-01,5.74E-01,2.78E-01,1.39E-01,9.99E-02,4.09E-02,2.18E-02,1.31E-02,5.46E-03,3.61E-03  
1404030526,6.4,0.0,138.02,38,T10A,FBA ES-T,III,B,3.45E-02,3.52E-02,3.69E-02,3.63E-02,4.17E-02,4.86E-02,6.67E-02,8.59E-02,1.12E-01,9.67E-02,1.26E-01,1.17E-01,5.40E-02,2.29E-02,1.04E-02,7.36E-03,5.16E-03,2.02E-03,8.58E-04,5.50E-04,2.44E-04,1.75E-04  
1404040137,6.3,0.0,119.4,40.2,T10A,FBA ES-T,III,B,2.88E-02,2.93E-02,2.98E-02,3.16E-02,4.10E-02,5.21E-02,5.13E-02,8.04E-02,1.10E-01,6.97E-02,6.69E-02,6.09E-02,2.91E-02,1.42E-02,6.82E-03,2.51E-03,2.57E-03,7.88E-04,2.93E-04,2.84E-04,1.70E-04,0.00E+00  
1404110001,6.2,0.0,132.48,38.9,T10A,FBA ES-T,III,B,3.39E-02,3.42E-02,3.49E-02,3.47E-02,3.53E-02,4.30E-02,4.64E-02,8.36E-02,1.33E-01,8.03E-02,8.03E-02,8.07E-02,3.78E-02,1.67E-02,1.09E-02,7.61E-03,3.16E-03,2.06E-03,1.41E-03,8.71E-04,3.11E-04,1.70E-04  
1404030243,7.7,0.0,147.18,27.7,T12A,FBA ES-T,III,A,1.35E-01,1.39E-01,1.78E-01,3.04E-01,2.01E-01,2.41E-01,3.19E-01,3.05E-01,2.49E-01,2.37E-01,2.51E-01,1.80E-01,1.26E-01,9.22E-02,8.40E-02,4.92E-02,3.53E-02,2.51E-02,1.69E-02,1.58E-02,8.27E-03,0.00E+00  
1407232139,5.5,1.0,134.32,122,T12A,FBA ES-T,III,A,2.75E-02,3.09E-02,6.25E-02,8.98E-02,3.06E-02,3.21E-02,4.71E-02,2.14E-02,2.38E-02,3.04E-02,1.69E-02,8.35E-03,6.60E-03,5.96E-03,4.34E-03,1.67E-03,1.00E-03,5.27E-04,3.31E-04,1.94E-04,7.54E-05,4.43E-05  
1404030158,6.5,0.0,143.28,30.7,T13A,FBA ES-T,IV,B,5.10E-02,5.13E-02,5.32E-02,5.58E-02,7.21E-02,1.05E-01,1.69E-01,1.44E-01,1.41E-01,1.13E-01,7.75E-02,6.97E-02,6.45E-02,2.86E-02,1.61E-02,6.39E-03,3.19E-03,1.73E-03,1.37E-03,1.01E-03,4.94E-04,3.51E-04  
1404040137,6.3,0.0,142.99,40.2,T13A,FBA ES-T,IV,B,2.32E-02,2.33E-02,2.39E-02,2.35E-02,2.56E-02,3.27E-02,4.77E-02,6.46E-02,6.10E-02,4.96E-02,4.39E-02,4.95E-02,4.96E-02,2.77E-02,1.27E-02,5.19E-03,2.72E-03,1.18E-03,6.87E-04,3.70E-04,2.05E-04,1.43E-04  
1405301532,5.6,1.0,130.28,59.6,T13A,FBA ES-T,IV,B,3.39E-02,3.52E-02,3.66E-02,4.68E-02,8.92E-02,8.49E-02,1.30E-01,7.37E-02,6.89E-02,4.28E-02,3.27E-02,4.86E-02,2.78E-02,7.29E-03,5.19E-03,3.31E-03,2.09E-03,5.68E-04,3.60E-04,2.37E-04,8.49E-05,4.80E-05  
1407232139,5.5,1.0,141.82,122,T13A,FBA ES-T,IV,B,1.95E-02,1.98E-02,2.12E-02,2.60E-02,3.92E-02,5.44E-02,6.75E-02,5.04E-02,3.59E-02,2.69E-02,1.52E-02,8.39E-03,8.35E-03,6.54E-03,5.21E-03,1.77E-03,1.11E-03,3.84E-04,2.05E-04,1.37E-04,6.09E-05,0.00E+00  
1404050222,5.6,0.0,93.49,42.3,VA03,FBA ES-T,VI,None,7.00E-02,7.10E-02,7.19E-02,7.55E-02,1.01E-01,1.88E-01,1.71E-01,1.77E-01,1.24E-01,7.63E-02,4.95E-02,4.50E-02,3.30E-02,1.45E-02,7.92E-03,5.34E-03,2.32E-03,7.91E-04,4.32E-04,2.46E-04,1.10E-04,0.00E+00  
1403170511,6.4,0.0,104.82,28.3,ALHO,QDR,II,A,2.80E-02,2.84E-02,2.88E-02,2.93E-02,3.53E-02,4.96E-02,6.95E-02,9.06E-02,7.95E-02,6.85E-02,6.13E-02,4.58E-02,4.30E-02,2.35E-02,1.69E-02,6.46E-03,3.81E-03,3.32E-03,1.40E-03,7.71E-04,0.00E+00,0.00E+00  
1404012346,8.2,0.0,35.27,38.9,ALHO,QDR,II,A,9.68E-01,9.80E-01,1.00E+00,1.05E+00,1.31E+00,1.95E+00,1.98E+00,2.35E+00,2.87E+00,3.12E+00,2.91E+00,1.20E+00,6.48E-01,7.70E-01,4.08E-01,1.43E-01,7.22E-02,4.13E-02,2.74E-02,0.00E+00,0.00E+00,0.00E+00  
1404030243,7.7,0.0,54.45,27.7,ALHO,QDR,II,A,5.81E-01,5.92E-01,6.05E-01,6.33E-01,7.63E-01,1.33E+00,1.80E+00,1.72E+00,1.64E+00,1.14E+00,1.12E+00,4.60E-01,4.22E-01,2.50E-01,1.84E-01,9.23E-02,6.97E-02,2.78E-02,1.57E-02,1.09E-02,0.00E+00,0.00E+00  
1205141000,6.2,1.0,126.49,119.6,ACEM,SMA-1,V,C,1.38E-01,1.41E-01,1.42E-01,1.45E-01,1.64E-01,2.32E-01,3.35E-01,2.75E-01,3.07E-01,3.42E-01,5.31E-01,2.89E-01,1.80E-01,9.87E-02,1.22E-01,5.51E-02,2.60E-02,9.05E-03,4.28E-03,2.63E-03,0.00E+00,0.00E+00  
1205141000,6.2,1.0,126.96,119.6,ACRU,ETNA,III,A,1.45E-01,1.49E-01,1.57E-01,1.63E-01,1.85E-01,4.46E-01,4.04E-01,3.30E-01,2.37E-01,1.77E-01,1.98E-01,1.22E-01,6.16E-02,2.15E-02,2.01E-02,1.81E-02,1.12E-02,5.18E-03,2.60E-03,1.54E-03,5.55E-04,3.18E-04  
1401291001,5.6,1.0,145.79,122,ACRU,ETNA,III,A,1.57E-02,1.64E-02,1.89E-02,2.87E-02,4.40E-02,6.02E-02,5.03E-02,3.68E-02,2.44E-02,1.49E-02,9.15E-03,4.02E-03,4.65E-03,3.86E-03,2.03E-03,9.65E-04,5.26E-04,2.84E-04,1.27E-04,9.36E-05,0.00E+00,0.00E+00  
1404012346,8.2,0.0,74.95,38.9,ACRU,ETNA,III,A,1.31E-01,1.33E-01,1.35E-01,1.39E-01,1.88E-01,2.89E-01,3.68E-01,3.41E-01,2.51E-01,2.56E-01,2.13E-01,2.58E-01,2.29E-01,1.03E-01,9.16E-02,7.17E-02,3.56E-02,1.64E-02,1.18E-02,6.63E-03,4.42E-03,0.00E+00  
1404030243,7.7,0.0,227.3,27.7,ACRU,ETNA,III,A,4.10E-02,4.14E-02,4.23E-02,4.32E-02,5.52E-02,1.02E-01,1.04E-01,1.07E-01,9.22E-02,9.85E-02,9.75E-02,1.12E-01,8.85E-02,4.43E-02,2.80E-02,2.90E-02,1.46E-02,4.97E-03,3.32E-03,2.73E-03,1.27E-03,0.00E+00  
1103061231,6.3,1.0,148.56,112.4,ACHA,ETNA,VI,None,1.51E-01,1.52E-01,1.56E-01,1.67E-01,1.79E-01,2.22E-01,2.98E-01,2.75E-01,3.42E-01,4.17E-01,5.25E-01,3.85E-01,2.35E-01,7.42E-02,4.89E-02,2.11E-02,1.67E-02,3.94E-03,1.82E-03,1.15E-03,4.92E-04,2.95E-04  
1205141000,6.2,1.0,121.95,119.6,ACHA,ETNA,VI,None,1.22E-01,1.23E-01,1.29E-01,1.26E-01,1.39E-01,1.93E-01,2.34E-01,2.41E-01,3.25E-01,3.48E-01,3.90E-01,3.26E-01,2.30E-01,1.13E-01,7.21E-02,4.77E-02,2.45E-02,9.72E-03,4.84E-03,2.57E-03,9.89E-04,5.43E-04  
1401291001,5.6,1.0,148.33,122,ACHA,ETNA,VI,None,3.01E-02,3.04E-02,3.09E-02,3.18E-02,3.75E-02,5.37E-02,7.10E-02,6.05E-02,1.05E-01,1.10E-01,7.31E-02,3.29E-02,2.35E-02,1.31E-02,7.43E-03,3.80E-03,1.89E-03,6.54E-04,3.41E-04,1.98E-04,9.16E-05,4.58E-05  
1404012346,8.2,0.0,93.19,38.9,ACHA,ETNA,VI,None,2.46E-01,2.52E-01,2.60E-01,2.66E-01,2.98E-01,3.08E-01,3.74E-01,6.82E-01,5.31E-01,7.19E-01,7.07E-01,5.99E-01,4.43E-01,2.98E-01,2.14E-01,1.37E-01,9.71E-02,3.31E-02,1.81E-02,9.58E-03,5.24E-03,3.46E-03  
